age,gender,income,education,political_leaning,religious_level,donated_before,donation_frequency,trust_charities,charities_rated_by_effectiveness,objective_measures_help,charities_match_my_values,country,province,chosen_option,don_gender,don_age,don_identifiability,don_relatedness,don_num_recipients,don_cause,don_brand,don_location,don_region
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,0,,adult,,,289,nutritious meals,low-recognition,North America,far
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,1,male,,,,191,nutritious meals,low-recognition,East Asia,near
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,1,female,,unnamed,,21,nutritious meals,,East Asia,near
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,0,,child,unnamed,,49,nutritious meals,,Western Europe,far
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,1,,adult,,,53,assault victim support,low-recognition,East Asia,near
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,1,female,,,,8,nutritious meals,low-recognition,East Asia,near
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,1,,senior,unnamed,,122,nutritious meals,,East Asia,near
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,1,male,,unnamed,,11,medication,,East Asia,near
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,1,,senior,unnamed,,227,medication,,East Asia,near
18.0,Male,26004.15,Graduate degree,2,0,Yes,Less than once a month,0.25,0.5,0.58,0.11,Indonesia,Papua Selatan,1,,adult,,,253,nutritious meals,low-recognition,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,female,,unnamed,,270,medication,,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,,senior,,,242,clean water,low-recognition,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,,adult,unnamed,,269,clean water,,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,,child,,,23,clean water,low-recognition,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,female,,,,232,clean water,high-recognition,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,,,named,,51,nutritious meals,high-recognition,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,,adult,unnamed,,47,medication,,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,male,,,,75,nutritious meals,low-recognition,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,,child,,,220,nutritious meals,low-recognition,East Asia,near
32.0,Male,12573.34,Graduate degree,5,0,No,Unknown,0.05,0.58,0.4,0.62,Indonesia,Sumatera Selatan,1,female,,,,250,medication,low-recognition,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,male,,,,127,nutritious meals,low-recognition,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,,,unnamed,,48,assault victim support,,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,,,unnamed,,125,nutritious meals,low-recognition,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,male,,,,299,assault victim support,low-recognition,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,,child,,,135,clean water,low-recognition,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,male,,,,13,assault victim support,low-recognition,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,male,,,,27,nutritious meals,low-recognition,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,female,,unnamed,,45,clean water,,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,male,,unnamed,,210,nutritious meals,,East Asia,near
,Female,113766.07,Unknown,4,0,Yes,More than once a month,0.49,0.38,0.93,0.67,Indonesia,Kalimantan Timur,1,male,,,,238,medication,high-recognition,East Asia,near
31.0,Female,4624.5,Some college education,8,0,Yes,Less than once a month,0.69,0.24,0.98,1.0,Indonesia,Yogyakarta,1,male,,unnamed,,156,nutritious meals,,East Asia,near
31.0,Female,4624.5,Some college education,8,0,Yes,Less than once a month,0.69,0.24,0.98,1.0,Indonesia,Yogyakarta,1,male,,unnamed,,241,assault victim support,,East Asia,near
31.0,Female,4624.5,Some college education,8,0,Yes,Less than once a month,0.69,0.24,0.98,1.0,Indonesia,Yogyakarta,1,,adult,,,24,nutritious meals,low-recognition,East Asia,near
31.0,Female,4624.5,Some college education,8,0,Yes,Less than once a month,0.69,0.24,0.98,1.0,Indonesia,Yogyakarta,0,,senior,unnamed,,234,nutritious meals,,Central America,far
31.0,Female,4624.5,Some college education,8,0,Yes,Less than once a month,0.69,0.24,0.98,1.0,Indonesia,Yogyakarta,1,female,,,,167,medication,high-recognition,East Asia,near
31.0,Female,4624.5,Some college education,8,0,Yes,Less than once a month,0.69,0.24,0.98,1.0,Indonesia,Yogyakarta,1,male,,unnamed,,261,assault victim support,,East Asia,near
31.0,Female,4624.5,Some college education,8,0,Yes,Less than once a month,0.69,0.24,0.98,1.0,Indonesia,Yogyakarta,1,,senior,unnamed,,84,clean water,,East Asia,near
31.0,Female,4624.5,Some college education,8,0,Yes,Less than once a month,0.69,0.24,0.98,1.0,Indonesia,Yogyakarta,1,,,unnamed,,85,medication,,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,female,,unnamed,,148,clean water,,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,female,,,,67,medication,low-recognition,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,,,named,,52,medication,low-recognition,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,,,unnamed,,61,medication,high-recognition,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,female,,,,111,clean water,high-recognition,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,,,named,,62,clean water,high-recognition,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,,,unnamed,,248,clean water,high-recognition,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,,child,,,206,nutritious meals,high-recognition,East Asia,near
18.0,Unknown,863.53,Bachelor’s degree,2,1,Unknown,Unknown,0.18,0.62,0.47,1.0,Indonesia,Jambi,1,male,,,,72,medication,low-recognition,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,male,,,,249,medication,low-recognition,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,,,named,,83,nutritious meals,low-recognition,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,male,,,,110,assault victim support,low-recognition,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,,,unnamed,,157,medication,,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,female,,,,242,assault victim support,low-recognition,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,female,,,,150,assault victim support,low-recognition,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,female,,,,4,nutritious meals,low-recognition,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,,adult,,,261,nutritious meals,low-recognition,East Asia,near
22.0,Female,43446.18,Some college education,8,5,No,Unknown,1.0,0.0,0.97,0.84,Indonesia,Kalimantan Tengah,1,,child,,,142,clean water,high-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,male,,,,58,clean water,low-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,,senior,unnamed,,65,nutritious meals,,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,,adult,,,186,medication,low-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,male,,,,140,assault victim support,low-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,male,,,,295,medication,low-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,,senior,,,276,nutritious meals,low-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,female,,,,1,clean water,high-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,,,unnamed,,151,assault victim support,high-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,male,,,,165,assault victim support,high-recognition,East Asia,near
28.0,Unknown,81329.98,Graduate degree,3,0,Unknown,Unknown,1.0,0.5,0.61,0.22,Indonesia,Sulawesi Tenggara,1,male,,,,230,medication,high-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,,child,,,254,medication,low-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,male,,,,77,assault victim support,high-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,female,,,,4,nutritious meals,low-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,,,unnamed,,281,clean water,low-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,male,,,,79,medication,low-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,,child,unnamed,,158,clean water,,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,male,,,,230,medication,high-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,,adult,,,47,medication,high-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,,adult,,,96,assault victim support,high-recognition,East Asia,near
29.0,Unknown,7925.05,Bachelor’s degree,4,0,Unknown,Unknown,0.0,0.56,0.68,0.65,Indonesia,Papua Tengah,1,male,,unnamed,,145,medication,,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,,adult,unnamed,,197,clean water,,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,0,,,unnamed,,199,assault victim support,low-recognition,North Africa,far
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,male,,,,112,nutritious meals,low-recognition,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,male,,,,267,assault victim support,high-recognition,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,,,named,,197,clean water,high-recognition,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,,senior,,,44,assault victim support,low-recognition,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,,senior,,,57,medication,high-recognition,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,female,,,,93,clean water,high-recognition,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,male,,,,205,nutritious meals,low-recognition,East Asia,near
18.0,Female,3540.32,Unknown,10,0,No,Unknown,0.65,0.52,0.54,0.3,Indonesia,Sulawesi Tengah,1,female,,,,235,clean water,high-recognition,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,female,,,,183,clean water,low-recognition,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,,adult,,,236,medication,low-recognition,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,,,unnamed,,227,nutritious meals,high-recognition,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,male,,,,238,medication,low-recognition,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,,senior,,,183,medication,low-recognition,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,female,,unnamed,,117,medication,,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,,,unnamed,,12,nutritious meals,low-recognition,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,female,,,,2,assault victim support,high-recognition,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,male,,unnamed,,98,medication,,East Asia,near
31.0,Male,,Some college education,0,7,Yes,Less than once a year,0.49,0.59,0.57,0.42,Indonesia,Sulawesi Utara,1,female,,,,199,medication,low-recognition,East Asia,near
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,1,female,,,,246,clean water,high-recognition,East Asia,near
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,1,,adult,,,150,assault victim support,low-recognition,East Asia,near
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,1,female,,,,150,assault victim support,low-recognition,East Asia,near
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,1,female,,,,147,assault victim support,low-recognition,East Asia,near
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,1,,,named,,146,assault victim support,low-recognition,East Asia,near
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,1,,senior,,,180,nutritious meals,low-recognition,East Asia,near
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,0,female,,unnamed,,2,assault victim support,,East Asia,far
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,1,,senior,,,110,medication,low-recognition,East Asia,near
18.0,Unknown,3531.24,Graduate degree,10,0,Yes,Less than once a year,0.23,0.43,0.54,1.0,Indonesia,Sulawesi Tengah,1,female,,,,225,assault victim support,high-recognition,East Asia,near
40.0,Male,1596.73,Graduate degree,6,5,No,Unknown,0.0,0.84,0.22,0.64,Indonesia,Kalimantan Selatan,1,male,,,,282,assault victim support,high-recognition,East Asia,near
40.0,Male,1596.73,Graduate degree,6,5,No,Unknown,0.0,0.84,0.22,0.64,Indonesia,Kalimantan Selatan,1,,senior,,,13,medication,high-recognition,East Asia,near
40.0,Male,1596.73,Graduate degree,6,5,No,Unknown,0.0,0.84,0.22,0.64,Indonesia,Kalimantan Selatan,0,male,,,,9,clean water,low-recognition,South Africa,far
40.0,Male,1596.73,Graduate degree,6,5,No,Unknown,0.0,0.84,0.22,0.64,Indonesia,Kalimantan Selatan,1,,adult,,,280,nutritious meals,low-recognition,East Asia,near
40.0,Male,1596.73,Graduate degree,6,5,No,Unknown,0.0,0.84,0.22,0.64,Indonesia,Kalimantan Selatan,1,,,unnamed,,226,medication,high-recognition,East Asia,near
40.0,Male,1596.73,Graduate degree,6,5,No,Unknown,0.0,0.84,0.22,0.64,Indonesia,Kalimantan Selatan,1,male,,,,267,assault victim support,high-recognition,East Asia,near
40.0,Male,1596.73,Graduate degree,6,5,No,Unknown,0.0,0.84,0.22,0.64,Indonesia,Kalimantan Selatan,1,,child,unnamed,,158,clean water,,East Asia,near
40.0,Male,1596.73,Graduate degree,6,5,No,Unknown,0.0,0.84,0.22,0.64,Indonesia,Kalimantan Selatan,1,female,,,,276,clean water,low-recognition,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,,adult,unnamed,,171,nutritious meals,,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,,,unnamed,,4,nutritious meals,low-recognition,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,,child,,,266,clean water,high-recognition,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,,adult,unnamed,,57,medication,,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,female,,,,154,medication,low-recognition,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,,,unnamed,,23,nutritious meals,low-recognition,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,male,,unnamed,,156,nutritious meals,,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,,,named,,62,nutritious meals,low-recognition,East Asia,near
18.0,Female,119819.18,Bachelor’s degree,7,1,Yes,Less than once a year,0.51,0.5,0.7,0.08,Indonesia,Jawa,1,,adult,unnamed,,142,clean water,,East Asia,near
24.0,Male,43302.64,Bachelor’s degree,5,4,Yes,Less than once a month,0.54,0.1,1.0,0.4,Indonesia,Papua Barat Daya,1,female,,,,187,medication,high-recognition,East Asia,near
24.0,Male,43302.64,Bachelor’s degree,5,4,Yes,Less than once a month,0.54,0.1,1.0,0.4,Indonesia,Papua Barat Daya,1,male,,,,222,medication,low-recognition,East Asia,near
24.0,Male,43302.64,Bachelor’s degree,5,4,Yes,Less than once a month,0.54,0.1,1.0,0.4,Indonesia,Papua Barat Daya,1,male,,unnamed,,274,medication,,East Asia,near
24.0,Male,43302.64,Bachelor’s degree,5,4,Yes,Less than once a month,0.54,0.1,1.0,0.4,Indonesia,Papua Barat Daya,1,male,,,,205,nutritious meals,low-recognition,East Asia,near
24.0,Male,43302.64,Bachelor’s degree,5,4,Yes,Less than once a month,0.54,0.1,1.0,0.4,Indonesia,Papua Barat Daya,1,male,,,,105,clean water,high-recognition,East Asia,near
24.0,Male,43302.64,Bachelor’s degree,5,4,Yes,Less than once a month,0.54,0.1,1.0,0.4,Indonesia,Papua Barat Daya,1,,adult,unnamed,,41,nutritious meals,,East Asia,near
24.0,Male,43302.64,Bachelor’s degree,5,4,Yes,Less than once a month,0.54,0.1,1.0,0.4,Indonesia,Papua Barat Daya,1,,senior,,,289,assault victim support,high-recognition,East Asia,near
24.0,Male,43302.64,Bachelor’s degree,5,4,Yes,Less than once a month,0.54,0.1,1.0,0.4,Indonesia,Papua Barat Daya,1,male,,unnamed,,64,clean water,,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,1,,,named,,197,clean water,high-recognition,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,1,,,named,,27,clean water,low-recognition,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,0,,adult,,,152,nutritious meals,low-recognition,South Africa,far
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,1,,,named,,179,nutritious meals,high-recognition,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,1,female,,,,164,nutritious meals,low-recognition,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,1,,,unnamed,,120,assault victim support,high-recognition,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,1,female,,,,12,clean water,low-recognition,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,1,male,,,,116,assault victim support,high-recognition,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,1,female,,,,56,assault victim support,low-recognition,East Asia,near
22.0,Male,28098.53,Less than high school,0,0,Yes,Less than once a year,0.26,0.6,0.68,0.62,Indonesia,Maluku,0,male,,,,224,assault victim support,high-recognition,Eastern Europe,far
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,,,unnamed,,266,nutritious meals,low-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,,adult,,,257,medication,high-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,,child,,,120,clean water,high-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,female,,,,272,medication,low-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,,,unnamed,,173,assault victim support,high-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,female,,,,54,nutritious meals,low-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,,,named,,131,assault victim support,high-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,,adult,,,168,clean water,low-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,,child,,,87,nutritious meals,low-recognition,East Asia,near
18.0,Female,6527.24,Unknown,3,0,Yes,More than once a month,0.96,0.82,0.99,1.0,Indonesia,Sumatera,1,female,,unnamed,,64,medication,,East Asia,near
,Female,13842.91,High school diploma,10,3,Unknown,Unknown,0.47,0.8,0.55,0.41,Indonesia,Nusa Tenggara,0,male,,,,83,assault victim support,low-recognition,North America,far
,Female,13842.91,High school diploma,10,3,Unknown,Unknown,0.47,0.8,0.55,0.41,Indonesia,Nusa Tenggara,1,male,,,,165,assault victim support,high-recognition,East Asia,near
,Female,13842.91,High school diploma,10,3,Unknown,Unknown,0.47,0.8,0.55,0.41,Indonesia,Nusa Tenggara,1,male,,,,300,assault victim support,high-recognition,East Asia,near
