option_id,prompt
8965,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 34 female adults in North America through a low-recognition charity?
"
8966,"You have $100 to donate.
Would you support a charity that provides clean water to 232 female adults in Western Europe through a unnamed charity?
"
8967,"You have $100 to donate.
Would you support a charity that provides medication to 100 female relatives in South America through a unnamed charity?
"
8968,"You have $100 to donate.
Would you support a charity that provides assault victim support to 289 senior relatives in SouthEast Asia through a high-recognition charity?
"
8969,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 240 named selfs in Eastern Europe through a low-recognition charity?
"
8970,"You have $100 to donate.
Would you support a charity that provides assault victim support to 238 male childs in South Africa through a low-recognition charity?
"
8971,"You have $100 to donate.
Would you support a charity that provides assault victim support to 300 senior strangers in Western Europe through a unnamed charity?
"
8972,"You have $100 to donate.
Would you support a charity that provides medication to 140 adult nameds in Central Africa through a low-recognition charity?
"
8973,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 65 senior strangers in SouthEast Asia through a unnamed charity?
"
8974,"You have $100 to donate.
Would you support a charity that provides medication to 272 female adults in South Africa through a high-recognition charity?
"
8975,"You have $100 to donate.
Would you support a charity that provides clean water to 285 male childs in Eastern Europe through a low-recognition charity?
"
8976,"You have $100 to donate.
Would you support a charity that provides medication to 278 female seniors in North America through a high-recognition charity?
"
8977,"You have $100 to donate.
Would you support a charity that provides medication to 239 female childs in Central America through a high-recognition charity?
"
8978,"You have $100 to donate.
Would you support a charity that provides clean water to 52 female relatives in North America through a unnamed charity?
"
8979,"You have $100 to donate.
Would you support a charity that provides assault victim support to 173 child nameds in SouthEast Asia through a unnamed charity?
"
8980,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 286 male selfs in East Asia through a unnamed charity?
"
8981,"You have $100 to donate.
Would you support a charity that provides assault victim support to 269 child selfs in Eastern Europe through a low-recognition charity?
"
8982,"You have $100 to donate.
Would you support a charity that provides clean water to 210 named relatives in South Africa through a low-recognition charity?
"
8983,"You have $100 to donate.
Would you support a charity that provides assault victim support to 261 senior relatives in Western Europe through a high-recognition charity?
"
8984,"You have $100 to donate.
Would you support a charity that provides clean water to 199 female childs in East Asia through a low-recognition charity?
"
8985,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 291 female relatives in South Africa through a low-recognition charity?
"
8986,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 251 female seniors in East Asia through a low-recognition charity?
"
8987,"You have $100 to donate.
Would you support a charity that provides clean water to 26 female relatives in Western Europe through a unnamed charity?
"
8988,"You have $100 to donate.
Would you support a charity that provides assault victim support to 256 child relatives in North America through a high-recognition charity?
"
8989,"You have $100 to donate.
Would you support a charity that provides medication to 229 senior nameds in SouthEast Asia through a high-recognition charity?
"
8990,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 185 adult relatives in Western Europe through a unnamed charity?
"
8991,"You have $100 to donate.
Would you support a charity that provides medication to 185 unnamed strangers in South America through a low-recognition charity?
"
8992,"You have $100 to donate.
Would you support a charity that provides clean water to 279 male seniors in South Africa through a high-recognition charity?
"
8993,"You have $100 to donate.
Would you support a charity that provides clean water to 128 female unnameds in Central America through a unnamed charity?
"
8994,"You have $100 to donate.
Would you support a charity that provides assault victim support to 94 senior selfs in Eastern Europe through a high-recognition charity?
"
8995,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 119 senior unnameds in North Africa through a high-recognition charity?
"
8996,"You have $100 to donate.
Would you support a charity that provides medication to 295 child selfs in South America through a high-recognition charity?
"
8997,"You have $100 to donate.
Would you support a charity that provides assault victim support to 248 child selfs in Central Africa through a unnamed charity?
"
8998,"You have $100 to donate.
Would you support a charity that provides clean water to 33 female seniors in SouthEast Asia through a low-recognition charity?
"
8999,"You have $100 to donate.
Would you support a charity that provides clean water to 213 female relatives in North America through a high-recognition charity?
"
9000,"You have $100 to donate.
Would you support a charity that provides assault victim support to 292 male childs in Western Europe through a unnamed charity?
"
9001,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 288 female unnameds in Eastern Europe through a low-recognition charity?
"
9002,"You have $100 to donate.
Would you support a charity that provides clean water to 272 senior nameds in Central America through a high-recognition charity?
"
9003,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 228 senior relatives in North America through a low-recognition charity?
"
9004,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 167 named selfs in Central America through a high-recognition charity?
"
9005,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 239 female nameds in North America through a high-recognition charity?
"
9006,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 4 senior unnameds in South America through a low-recognition charity?
"
9007,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 91 senior selfs in Eastern Europe through a low-recognition charity?
"
9008,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 182 senior relatives in Central America through a high-recognition charity?
"
9009,"You have $100 to donate.
Would you support a charity that provides medication to 290 senior strangers in South Africa through a unnamed charity?
"
9010,"You have $100 to donate.
Would you support a charity that provides medication to 100 female adults in East Asia through a unnamed charity?
"
9011,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 298 female relatives in Western Europe through a unnamed charity?
"
9012,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 64 female childs in South America through a low-recognition charity?
"
9013,"You have $100 to donate.
Would you support a charity that provides assault victim support to 123 male unnameds in Central Africa through a unnamed charity?
"
9014,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 55 child relatives in North Africa through a low-recognition charity?
"
9015,"You have $100 to donate.
Would you support a charity that provides medication to 88 senior nameds in East Asia through a unnamed charity?
"
9016,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 210 named strangers in South America through a high-recognition charity?
"
9017,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 181 female nameds in Central Africa through a high-recognition charity?
"
9018,"You have $100 to donate.
Would you support a charity that provides medication to 224 child selfs in Central Africa through a unnamed charity?
"
9019,"You have $100 to donate.
Would you support a charity that provides clean water to 149 senior unnameds in Central Africa through a unnamed charity?
"
9020,"You have $100 to donate.
Would you support a charity that provides assault victim support to 251 male selfs in Central America through a high-recognition charity?
"
9021,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 134 adult strangers in East Asia through a unnamed charity?
"
9022,"You have $100 to donate.
Would you support a charity that provides clean water to 143 child relatives in South America through a high-recognition charity?
"
9023,"You have $100 to donate.
Would you support a charity that provides assault victim support to 96 male relatives in North America through a unnamed charity?
"
9024,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 33 male unnameds in Central Africa through a unnamed charity?
"
9025,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 95 named relatives in Central Africa through a low-recognition charity?
"
9026,"You have $100 to donate.
Would you support a charity that provides clean water to 184 female childs in East Asia through a low-recognition charity?
"
9027,"You have $100 to donate.
Would you support a charity that provides clean water to 40 named relatives in Central Africa through a low-recognition charity?
"
9028,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 168 male selfs in Central Africa through a high-recognition charity?
"
9029,"You have $100 to donate.
Would you support a charity that provides clean water to 112 male unnameds in Western Europe through a high-recognition charity?
"
9030,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 56 male relatives in Central Africa through a unnamed charity?
"
9031,"You have $100 to donate.
Would you support a charity that provides assault victim support to 63 male unnameds in Western Europe through a high-recognition charity?
"
9032,"You have $100 to donate.
Would you support a charity that provides clean water to 64 adult relatives in Eastern Europe through a low-recognition charity?
"
9033,"You have $100 to donate.
Would you support a charity that provides assault victim support to 209 named strangers in South America through a high-recognition charity?
"
9034,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 286 adult nameds in South Africa through a low-recognition charity?
"
9035,"You have $100 to donate.
Would you support a charity that provides medication to 260 male selfs in SouthEast Asia through a unnamed charity?
"
9036,"You have $100 to donate.
Would you support a charity that provides assault victim support to 263 child strangers in Eastern Europe through a high-recognition charity?
"
9037,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 129 unnamed strangers in Western Europe through a unnamed charity?
"
9038,"You have $100 to donate.
Would you support a charity that provides assault victim support to 87 named selfs in North Africa through a low-recognition charity?
"
9039,"You have $100 to donate.
Would you support a charity that provides clean water to 274 named strangers in North America through a low-recognition charity?
"
9040,"You have $100 to donate.
Would you support a charity that provides assault victim support to 138 male relatives in Central America through a unnamed charity?
"
9041,"You have $100 to donate.
Would you support a charity that provides assault victim support to 74 female relatives in South America through a unnamed charity?
"
9042,"You have $100 to donate.
Would you support a charity that provides medication to 2 male selfs in North America through a high-recognition charity?
"
9043,"You have $100 to donate.
Would you support a charity that provides assault victim support to 97 named relatives in South America through a low-recognition charity?
"
9044,"You have $100 to donate.
Would you support a charity that provides medication to 187 male unnameds in Eastern Europe through a unnamed charity?
"
9045,"You have $100 to donate.
Would you support a charity that provides assault victim support to 298 female childs in South Africa through a low-recognition charity?
"
9046,"You have $100 to donate.
Would you support a charity that provides medication to 159 child strangers in Western Europe through a low-recognition charity?
"
9047,"You have $100 to donate.
Would you support a charity that provides medication to 101 female nameds in North Africa through a high-recognition charity?
"
9048,"You have $100 to donate.
Would you support a charity that provides medication to 246 female relatives in East Asia through a unnamed charity?
"
9049,"You have $100 to donate.
Would you support a charity that provides assault victim support to 276 child strangers in Central Africa through a unnamed charity?
"
9050,"You have $100 to donate.
Would you support a charity that provides clean water to 150 male childs in Western Europe through a high-recognition charity?
"
9051,"You have $100 to donate.
Would you support a charity that provides clean water to 118 adult relatives in South Africa through a unnamed charity?
"
9052,"You have $100 to donate.
Would you support a charity that provides clean water to 76 named selfs in Eastern Europe through a high-recognition charity?
"
9053,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 189 female unnameds in North America through a unnamed charity?
"
9054,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 18 senior unnameds in South America through a unnamed charity?
"
9055,"You have $100 to donate.
Would you support a charity that provides medication to 81 senior strangers in South America through a high-recognition charity?
"
9056,"You have $100 to donate.
Would you support a charity that provides clean water to 260 male strangers in South America through a high-recognition charity?
"
9057,"You have $100 to donate.
Would you support a charity that provides assault victim support to 217 female selfs in South Africa through a high-recognition charity?
"
9058,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 160 named relatives in North America through a unnamed charity?
"
9059,"You have $100 to donate.
Would you support a charity that provides medication to 167 male relatives in South America through a unnamed charity?
"
9060,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 136 child nameds in North America through a unnamed charity?
"
9061,"You have $100 to donate.
Would you support a charity that provides medication to 117 female adults in SouthEast Asia through a unnamed charity?
"
9062,"You have $100 to donate.
Would you support a charity that provides clean water to 270 child unnameds in Western Europe through a high-recognition charity?
"
9063,"You have $100 to donate.
Would you support a charity that provides assault victim support to 78 female seniors in North America through a low-recognition charity?
"
9064,"You have $100 to donate.
Would you support a charity that provides medication to 213 named selfs in Central Africa through a low-recognition charity?
"
9065,"You have $100 to donate.
Would you support a charity that provides assault victim support to 54 child unnameds in Eastern Europe through a high-recognition charity?
"
9066,"You have $100 to donate.
Would you support a charity that provides assault victim support to 161 named strangers in Western Europe through a low-recognition charity?
"
9067,"You have $100 to donate.
Would you support a charity that provides medication to 58 senior unnameds in South Africa through a low-recognition charity?
"
9068,"You have $100 to donate.
Would you support a charity that provides assault victim support to 198 named relatives in East Asia through a low-recognition charity?
"
9069,"You have $100 to donate.
Would you support a charity that provides clean water to 261 senior nameds in North Africa through a unnamed charity?
"
9070,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 106 unnamed selfs in East Asia through a unnamed charity?
"
9071,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 271 senior strangers in Central America through a unnamed charity?
"
9072,"You have $100 to donate.
Would you support a charity that provides assault victim support to 229 adult nameds in Eastern Europe through a unnamed charity?
"
9073,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 218 senior relatives in Western Europe through a unnamed charity?
"
9074,"You have $100 to donate.
Would you support a charity that provides assault victim support to 82 unnamed strangers in North America through a low-recognition charity?
"
9075,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 27 adult relatives in North Africa through a high-recognition charity?
"
9076,"You have $100 to donate.
Would you support a charity that provides assault victim support to 286 unnamed selfs in SouthEast Asia through a unnamed charity?
"
9077,"You have $100 to donate.
Would you support a charity that provides clean water to 24 female relatives in Eastern Europe through a high-recognition charity?
"
9078,"You have $100 to donate.
Would you support a charity that provides medication to 138 male strangers in Central America through a unnamed charity?
"
9079,"You have $100 to donate.
Would you support a charity that provides clean water to 246 unnamed strangers in Central America through a high-recognition charity?
"
9080,"You have $100 to donate.
Would you support a charity that provides clean water to 44 adult strangers in North America through a low-recognition charity?
"
9081,"You have $100 to donate.
Would you support a charity that provides medication to 203 female adults in SouthEast Asia through a low-recognition charity?
"
9082,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 59 senior nameds in Western Europe through a unnamed charity?
"
9083,"You have $100 to donate.
Would you support a charity that provides clean water to 235 child nameds in East Asia through a unnamed charity?
"
9084,"You have $100 to donate.
Would you support a charity that provides medication to 122 named relatives in Central America through a unnamed charity?
"
9085,"You have $100 to donate.
Would you support a charity that provides clean water to 94 named relatives in North Africa through a low-recognition charity?
"
9086,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 276 senior relatives in SouthEast Asia through a low-recognition charity?
"
9087,"You have $100 to donate.
Would you support a charity that provides medication to 93 male selfs in North America through a low-recognition charity?
"
9088,"You have $100 to donate.
Would you support a charity that provides medication to 27 male selfs in East Asia through a unnamed charity?
"
9089,"You have $100 to donate.
Would you support a charity that provides clean water to 220 named strangers in Eastern Europe through a high-recognition charity?
"
9090,"You have $100 to donate.
Would you support a charity that provides medication to 240 unnamed relatives in North Africa through a low-recognition charity?
"
9091,"You have $100 to donate.
Would you support a charity that provides clean water to 119 male relatives in Western Europe through a unnamed charity?
"
9092,"You have $100 to donate.
Would you support a charity that provides medication to 259 female strangers in North America through a high-recognition charity?
"
9093,"You have $100 to donate.
Would you support a charity that provides assault victim support to 258 adult strangers in Eastern Europe through a low-recognition charity?
"
9094,"You have $100 to donate.
Would you support a charity that provides medication to 50 female strangers in South America through a high-recognition charity?
"
9095,"You have $100 to donate.
Would you support a charity that provides medication to 285 male selfs in Central America through a low-recognition charity?
"
9096,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 45 female nameds in South America through a unnamed charity?
"
9097,"You have $100 to donate.
Would you support a charity that provides clean water to 70 adult selfs in Central Africa through a high-recognition charity?
"
9098,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 131 senior nameds in Central Africa through a low-recognition charity?
"
9099,"You have $100 to donate.
Would you support a charity that provides assault victim support to 98 female relatives in East Asia through a high-recognition charity?
"
9100,"You have $100 to donate.
Would you support a charity that provides assault victim support to 43 adult strangers in South America through a unnamed charity?
"
9101,"You have $100 to donate.
Would you support a charity that provides medication to 251 male strangers in Eastern Europe through a unnamed charity?
"
9102,"You have $100 to donate.
Would you support a charity that provides medication to 92 adult unnameds in East Asia through a high-recognition charity?
"
9103,"You have $100 to donate.
Would you support a charity that provides medication to 66 child relatives in North America through a unnamed charity?
"
9104,"You have $100 to donate.
Would you support a charity that provides clean water to 230 female strangers in SouthEast Asia through a high-recognition charity?
"
9105,"You have $100 to donate.
Would you support a charity that provides clean water to 104 adult unnameds in North America through a low-recognition charity?
"
9106,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 118 named relatives in South America through a high-recognition charity?
"
9107,"You have $100 to donate.
Would you support a charity that provides assault victim support to 38 adult relatives in North America through a low-recognition charity?
"
9108,"You have $100 to donate.
Would you support a charity that provides medication to 211 female relatives in Western Europe through a high-recognition charity?
"
9109,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 116 senior selfs in SouthEast Asia through a high-recognition charity?
"
9110,"You have $100 to donate.
Would you support a charity that provides medication to 152 child strangers in Eastern Europe through a unnamed charity?
"
9111,"You have $100 to donate.
Would you support a charity that provides clean water to 239 unnamed relatives in South America through a unnamed charity?
"
9112,"You have $100 to donate.
Would you support a charity that provides clean water to 190 female adults in East Asia through a high-recognition charity?
"
9113,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 8 child selfs in South America through a high-recognition charity?
"
9114,"You have $100 to donate.
Would you support a charity that provides medication to 197 male seniors in South America through a low-recognition charity?
"
9115,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 240 senior strangers in North America through a low-recognition charity?
"
9116,"You have $100 to donate.
Would you support a charity that provides clean water to 80 named relatives in Western Europe through a unnamed charity?
"
9117,"You have $100 to donate.
Would you support a charity that provides assault victim support to 296 female adults in Central America through a high-recognition charity?
"
9118,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 91 senior relatives in North America through a high-recognition charity?
"
9119,"You have $100 to donate.
Would you support a charity that provides clean water to 29 male unnameds in SouthEast Asia through a unnamed charity?
"
9120,"You have $100 to donate.
Would you support a charity that provides assault victim support to 71 female childs in Western Europe through a high-recognition charity?
"
9121,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 214 male nameds in North Africa through a high-recognition charity?
"
9122,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 54 female nameds in SouthEast Asia through a low-recognition charity?
"
9123,"You have $100 to donate.
Would you support a charity that provides assault victim support to 115 adult strangers in Eastern Europe through a high-recognition charity?
"
9124,"You have $100 to donate.
Would you support a charity that provides clean water to 16 male strangers in South Africa through a low-recognition charity?
"
9125,"You have $100 to donate.
Would you support a charity that provides assault victim support to 220 male relatives in Western Europe through a high-recognition charity?
"
9126,"You have $100 to donate.
Would you support a charity that provides medication to 1 female nameds in SouthEast Asia through a high-recognition charity?
"
9127,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 247 adult nameds in Central America through a high-recognition charity?
"
9128,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 206 senior relatives in Central America through a unnamed charity?
"
9129,"You have $100 to donate.
Would you support a charity that provides clean water to 85 unnamed strangers in South America through a high-recognition charity?
"
9130,"You have $100 to donate.
Would you support a charity that provides clean water to 269 male selfs in North Africa through a high-recognition charity?
"
9131,"You have $100 to donate.
Would you support a charity that provides assault victim support to 134 adult selfs in South Africa through a high-recognition charity?
"
9132,"You have $100 to donate.
Would you support a charity that provides medication to 43 adult strangers in Central America through a unnamed charity?
"
9133,"You have $100 to donate.
Would you support a charity that provides medication to 6 adult relatives in North America through a high-recognition charity?
"
9134,"You have $100 to donate.
Would you support a charity that provides clean water to 7 adult nameds in SouthEast Asia through a unnamed charity?
"
9135,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 115 adult nameds in East Asia through a low-recognition charity?
"
9136,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 259 female adults in South America through a unnamed charity?
"
9137,"You have $100 to donate.
Would you support a charity that provides assault victim support to 286 senior strangers in East Asia through a unnamed charity?
"
9138,"You have $100 to donate.
Would you support a charity that provides clean water to 222 senior unnameds in Western Europe through a high-recognition charity?
"
9139,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 85 female strangers in Western Europe through a unnamed charity?
"
9140,"You have $100 to donate.
Would you support a charity that provides assault victim support to 59 adult selfs in East Asia through a unnamed charity?
"
9141,"You have $100 to donate.
Would you support a charity that provides medication to 246 adult nameds in South America through a low-recognition charity?
"
9142,"You have $100 to donate.
Would you support a charity that provides medication to 89 child selfs in North Africa through a unnamed charity?
"
9143,"You have $100 to donate.
Would you support a charity that provides medication to 199 unnamed strangers in Eastern Europe through a unnamed charity?
"
9144,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 136 child unnameds in Central America through a unnamed charity?
"
9145,"You have $100 to donate.
Would you support a charity that provides assault victim support to 261 senior relatives in Western Europe through a unnamed charity?
"
9146,"You have $100 to donate.
Would you support a charity that provides assault victim support to 215 male unnameds in South America through a high-recognition charity?
"
9147,"You have $100 to donate.
Would you support a charity that provides clean water to 163 adult nameds in SouthEast Asia through a low-recognition charity?
"
9148,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 75 named strangers in South America through a low-recognition charity?
"
9149,"You have $100 to donate.
Would you support a charity that provides medication to 190 adult selfs in South Africa through a low-recognition charity?
"
9150,"You have $100 to donate.
Would you support a charity that provides clean water to 225 child unnameds in East Asia through a high-recognition charity?
"
9151,"You have $100 to donate.
Would you support a charity that provides clean water to 146 senior relatives in Western Europe through a high-recognition charity?
"
9152,"You have $100 to donate.
Would you support a charity that provides clean water to 244 female strangers in North Africa through a high-recognition charity?
"
9153,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 219 senior relatives in East Asia through a unnamed charity?
"
9154,"You have $100 to donate.
Would you support a charity that provides medication to 180 female selfs in Central America through a unnamed charity?
"
9155,"You have $100 to donate.
Would you support a charity that provides assault victim support to 106 female childs in South America through a unnamed charity?
"
9156,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 76 male childs in Western Europe through a low-recognition charity?
"
9157,"You have $100 to donate.
Would you support a charity that provides medication to 13 child unnameds in Central Africa through a high-recognition charity?
"
9158,"You have $100 to donate.
Would you support a charity that provides clean water to 174 male seniors in North Africa through a unnamed charity?
"
9159,"You have $100 to donate.
Would you support a charity that provides assault victim support to 215 senior selfs in South Africa through a high-recognition charity?
"
9160,"You have $100 to donate.
Would you support a charity that provides medication to 161 senior strangers in Central Africa through a high-recognition charity?
"
9161,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 297 unnamed selfs in East Asia through a high-recognition charity?
"
9162,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 217 male strangers in South America through a unnamed charity?
"
9163,"You have $100 to donate.
Would you support a charity that provides medication to 252 female nameds in South America through a high-recognition charity?
"
9164,"You have $100 to donate.
Would you support a charity that provides medication to 50 female relatives in Eastern Europe through a unnamed charity?
"
9165,"You have $100 to donate.
Would you support a charity that provides assault victim support to 242 female selfs in SouthEast Asia through a low-recognition charity?
"
9166,"You have $100 to donate.
Would you support a charity that provides medication to 244 male unnameds in Central Africa through a low-recognition charity?
"
9167,"You have $100 to donate.
Would you support a charity that provides medication to 220 male relatives in Eastern Europe through a low-recognition charity?
"
9168,"You have $100 to donate.
Would you support a charity that provides medication to 46 adult selfs in East Asia through a high-recognition charity?
"
9169,"You have $100 to donate.
Would you support a charity that provides medication to 227 male childs in Western Europe through a unnamed charity?
"
9170,"You have $100 to donate.
Would you support a charity that provides assault victim support to 272 unnamed relatives in Western Europe through a unnamed charity?
"
9171,"You have $100 to donate.
Would you support a charity that provides medication to 158 male relatives in South America through a low-recognition charity?
"
9172,"You have $100 to donate.
Would you support a charity that provides medication to 198 female selfs in South America through a unnamed charity?
"
9173,"You have $100 to donate.
Would you support a charity that provides medication to 232 male unnameds in Central America through a unnamed charity?
"
9174,"You have $100 to donate.
Would you support a charity that provides clean water to 237 male relatives in North Africa through a high-recognition charity?
"
9175,"You have $100 to donate.
Would you support a charity that provides clean water to 154 child relatives in East Asia through a low-recognition charity?
"
9176,"You have $100 to donate.
Would you support a charity that provides medication to 86 child nameds in Western Europe through a low-recognition charity?
"
9177,"You have $100 to donate.
Would you support a charity that provides medication to 87 male seniors in South Africa through a low-recognition charity?
"
9178,"You have $100 to donate.
Would you support a charity that provides clean water to 171 female strangers in East Asia through a low-recognition charity?
"
9179,"You have $100 to donate.
Would you support a charity that provides assault victim support to 115 male childs in East Asia through a low-recognition charity?
"
9180,"You have $100 to donate.
Would you support a charity that provides assault victim support to 151 senior unnameds in East Asia through a low-recognition charity?
"
9181,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 148 adult selfs in South America through a low-recognition charity?
"
9182,"You have $100 to donate.
Would you support a charity that provides medication to 190 child relatives in North America through a high-recognition charity?
"
9183,"You have $100 to donate.
Would you support a charity that provides clean water to 158 male strangers in North Africa through a unnamed charity?
"
9184,"You have $100 to donate.
Would you support a charity that provides medication to 116 male nameds in Central America through a high-recognition charity?
"
9185,"You have $100 to donate.
Would you support a charity that provides medication to 212 adult strangers in Central Africa through a unnamed charity?
"
9186,"You have $100 to donate.
Would you support a charity that provides clean water to 31 child relatives in North America through a low-recognition charity?
"
9187,"You have $100 to donate.
Would you support a charity that provides assault victim support to 23 female unnameds in Eastern Europe through a unnamed charity?
"
9188,"You have $100 to donate.
Would you support a charity that provides assault victim support to 251 child nameds in South America through a low-recognition charity?
"
9189,"You have $100 to donate.
Would you support a charity that provides medication to 186 male adults in Western Europe through a low-recognition charity?
"
9190,"You have $100 to donate.
Would you support a charity that provides assault victim support to 235 child unnameds in Western Europe through a low-recognition charity?
"
9191,"You have $100 to donate.
Would you support a charity that provides assault victim support to 36 adult unnameds in Central Africa through a unnamed charity?
"
9192,"You have $100 to donate.
Would you support a charity that provides assault victim support to 208 male unnameds in East Asia through a low-recognition charity?
"
9193,"You have $100 to donate.
Would you support a charity that provides assault victim support to 151 named strangers in Central America through a high-recognition charity?
"
9194,"You have $100 to donate.
Would you support a charity that provides clean water to 113 female relatives in North Africa through a low-recognition charity?
"
9195,"You have $100 to donate.
Would you support a charity that provides medication to 84 senior relatives in Central Africa through a low-recognition charity?
"
9196,"You have $100 to donate.
Would you support a charity that provides medication to 159 female relatives in Central America through a high-recognition charity?
"
9197,"You have $100 to donate.
Would you support a charity that provides clean water to 87 child relatives in Central America through a low-recognition charity?
"
9198,"You have $100 to donate.
Would you support a charity that provides assault victim support to 135 adult strangers in Eastern Europe through a low-recognition charity?
"
9199,"You have $100 to donate.
Would you support a charity that provides clean water to 281 senior strangers in North Africa through a low-recognition charity?
"
9200,"You have $100 to donate.
Would you support a charity that provides clean water to 99 male unnameds in North Africa through a high-recognition charity?
"
9201,"You have $100 to donate.
Would you support a charity that provides clean water to 32 named strangers in Central America through a low-recognition charity?
"
9202,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 222 unnamed selfs in East Asia through a low-recognition charity?
"
9203,"You have $100 to donate.
Would you support a charity that provides medication to 278 male childs in East Asia through a unnamed charity?
"
9204,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 97 named selfs in South America through a unnamed charity?
"
9205,"You have $100 to donate.
Would you support a charity that provides medication to 262 female seniors in SouthEast Asia through a low-recognition charity?
"
9206,"You have $100 to donate.
Would you support a charity that provides medication to 163 male seniors in Central America through a unnamed charity?
"
9207,"You have $100 to donate.
Would you support a charity that provides clean water to 109 child unnameds in North Africa through a high-recognition charity?
"
9208,"You have $100 to donate.
Would you support a charity that provides clean water to 193 male childs in East Asia through a low-recognition charity?
"
9209,"You have $100 to donate.
Would you support a charity that provides medication to 150 adult relatives in South Africa through a unnamed charity?
"
9210,"You have $100 to donate.
Would you support a charity that provides assault victim support to 208 male unnameds in Western Europe through a low-recognition charity?
"
9211,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 22 male relatives in North Africa through a high-recognition charity?
"
9212,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 208 female seniors in Central Africa through a high-recognition charity?
"
9213,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 298 child selfs in Central America through a unnamed charity?
"
9214,"You have $100 to donate.
Would you support a charity that provides assault victim support to 59 male strangers in East Asia through a low-recognition charity?
"
9215,"You have $100 to donate.
Would you support a charity that provides clean water to 79 female adults in Central Africa through a high-recognition charity?
"
9216,"You have $100 to donate.
Would you support a charity that provides medication to 290 unnamed relatives in Central America through a high-recognition charity?
"
9217,"You have $100 to donate.
Would you support a charity that provides clean water to 152 male adults in SouthEast Asia through a high-recognition charity?
"
9218,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 158 child unnameds in East Asia through a low-recognition charity?
"
9219,"You have $100 to donate.
Would you support a charity that provides assault victim support to 114 female unnameds in South Africa through a low-recognition charity?
"
9220,"You have $100 to donate.
Would you support a charity that provides medication to 130 female seniors in East Asia through a high-recognition charity?
"
9221,"You have $100 to donate.
Would you support a charity that provides clean water to 276 unnamed relatives in Eastern Europe through a high-recognition charity?
"
